"player_key","player_id","url","editorial_team_full_name","editorial_team_abbr","editorial_team_url","is_keeper","uniform_number","display_position","image_url","is_undroppable","position_type","primary_position","eligible_positions","eligible_positions_to_add","has_player_notes","has_recent_player_notes","player_notes_last_timestamp","selected_position","is_editable","owner_email","owner_guid","team_code","date_captured","season","full_name","first_name","last_name","status","starting_status","on_disabled_list"
"431.p.9882","9882","https://sports.yahoo.com/mlb/players/9882","Philadelphia Phillies","PHI","https://sports.yahoo.com/mlb/teams/philadelphia/","{'status': None, 'cost': None, 'kept': None}","27","SP","https://s.yimg.com/iu/api/res/1.2/Cay003axCcz6f4x7pNOvDA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03282023/9882.png","0","P","SP","['SP', 'P']","","1","1","1711309563","SP","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Aaron Nola","Aaron","Nola","","",""
"431.p.11381","11381","https://sports.yahoo.com/mlb/players/11381","Seattle Mariners","SEA","https://sports.yahoo.com/mlb/teams/seattle/","{'status': None, 'cost': None, 'kept': None}","36","SP","https://s.yimg.com/iu/api/res/1.2/TvMt_Gz4fBT43LDwGqQZ3Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03222023/11381.png","0","P","SP","['SP', 'P']","","1","1","1711323182","SP","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Logan Gilbert","Logan","Gilbert","","",""
"431.p.10438","10438","https://sports.yahoo.com/mlb/players/10438","San Diego Padres","SD","https://sports.yahoo.com/mlb/teams/san-diego/","{'status': None, 'cost': None, 'kept': None}","84","SP","https://s.yimg.com/iu/api/res/1.2/n_S_CxxwDkswSGUgnD7NZA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03222024/10438.png","0","P","SP","['SP', 'P']","","1","","1710589126","SP","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Dylan Cease","Dylan","Cease","","",""
"431.p.10569","10569","https://sports.yahoo.com/mlb/players/10569","New York Yankees","NYY","https://sports.yahoo.com/mlb/teams/ny-yankees/","{'status': None, 'cost': None, 'kept': None}","35","RP","https://s.yimg.com/iu/api/res/1.2/AKyd0dRTqrjkaNqfaI79.g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04032023/10569.png","0","P","RP","['RP', 'P']","","","","","RP","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Clay Holmes","Clay","Holmes","","",""
"431.p.9902","9902","https://sports.yahoo.com/mlb/players/9902","Atlanta Braves","ATL","https://sports.yahoo.com/mlb/teams/atlanta/","{'status': '1', 'cost': None, 'kept': '1'}","26","RP","https://s.yimg.com/iu/api/res/1.2/McNY2hkdR.SDFG2ZWoMgbQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03082023/9902.png","0","P","RP","['RP', 'P']","","1","","1710969330","RP","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Raisel Iglesias","Raisel","Iglesias","","",""
"431.p.8780","8780","https://sports.yahoo.com/mlb/players/8780","Atlanta Braves","ATL","https://sports.yahoo.com/mlb/teams/atlanta/","{'status': None, 'cost': None, 'kept': None}","51","SP","https://s.yimg.com/iu/api/res/1.2/Cnn9m4HoiLCELhL6NDTP9Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/01092024/8780.png","0","P","SP","['SP', 'P']","","1","","1710517866","P","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Chris Sale","Chris","Sale","","",""
"431.p.9799","9799","https://sports.yahoo.com/mlb/players/9799","Toronto Blue Jays","TOR","https://sports.yahoo.com/mlb/teams/toronto/","{'status': None, 'cost': None, 'kept': None}","40","SP","https://s.yimg.com/iu/api/res/1.2/YooPl2Bi.tAA0OZ9NcQHnw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03162023/9799.png","0","P","SP","['SP', 'P']","","1","1","1711309560","P","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Chris Bassitt","Chris","Bassitt","","",""
"431.p.11251","11251","https://sports.yahoo.com/mlb/players/11251","Arizona Diamondbacks","AZ","https://sports.yahoo.com/mlb/teams/arizona/","{'status': None, 'cost': None, 'kept': None}","29","SP","https://s.yimg.com/iu/api/res/1.2/4yd_ktdhhlGR0HxJQOVjfw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03142023/11251.png","0","P","SP","['SP', 'P']","","1","1","1711322699","P","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Merrill Kelly","Merrill","Kelly","","",""
"431.p.12203","12203","https://sports.yahoo.com/mlb/players/12203","Minnesota Twins","MIN","https://sports.yahoo.com/mlb/teams/minnesota/","{'status': None, 'cost': None, 'kept': None}","22","RP","https://s.yimg.com/iu/api/res/1.2/E24S6SXK.4A10soeCFCXMw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04112023/12203.png","0","P","RP","['RP', 'P']","","1","","1710793826","BN","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Griffin Jax","Griffin","Jax","","",""
"431.p.10565","10565","https://sports.yahoo.com/mlb/players/10565","Pittsburgh Pirates","PIT","https://sports.yahoo.com/mlb/teams/pittsburgh/","{'status': None, 'cost': None, 'kept': None}","23","SP","https://s.yimg.com/iu/api/res/1.2/rRqSbtNSDYD.GlFJFKtM5A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03272023/10565.png","0","P","SP","['SP', 'P']","","1","","1710629251","BN","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Mitch Keller","Mitch","Keller","","",""
"431.p.9823","9823","https://sports.yahoo.com/mlb/players/9823","New York Yankees","NYY","https://sports.yahoo.com/mlb/teams/ny-yankees/","{'status': None, 'cost': None, 'kept': None}","55","SP","https://s.yimg.com/iu/api/res/1.2/6Y94ju7rlwT24Leez69CZA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04032023/9823.png","0","P","SP","['SP', 'P']","","1","","1711231791","BN","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Carlos Rodón","Carlos","Rodón","","",""
"431.p.12141","12141","https://sports.yahoo.com/mlb/players/12141","Houston Astros","HOU","https://sports.yahoo.com/mlb/teams/houston/","{'status': None, 'cost': None, 'kept': None}","58","SP","https://s.yimg.com/iu/api/res/1.2/wdf.ZRnoklKMVKbg9ZNkOQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04192023/12141.png","0","P","SP","['SP', 'P']","","1","1","1711308387","BN","","","YSZZDHMTBC2AHI22BJBX7RQHFU","431.l.34188.t.2","2024-09-23 00:00:00","2024","Hunter Brown","Hunter","Brown","","",""
"431.p.9718","9718","https://sports.yahoo.com/mlb/players/9718","Philadelphia Phillies","PHI","https://sports.yahoo.com/mlb/teams/philadelphia/","{'status': None, 'cost': None, 'kept': None}","10","C","https://s.yimg.com/iu/api/res/1.2/9_7kH3Ue0b0CXfrFRzAjHQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03282023/9718.png","0","B","C","['C', 'Util']","","","","","C","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","J.T. Realmuto","J.T.","Realmuto","","",""
"431.p.11221","11221","https://sports.yahoo.com/mlb/players/11221","Miami Marlins","MIA","https://sports.yahoo.com/mlb/teams/miami/","{'status': None, 'cost': None, 'kept': None}","3","1B,2B","https://s.yimg.com/iu/api/res/1.2/ysVfTAEvR0gLTHj71GgDyw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04132023/11221.png","0","B","1B","['1B', '2B', 'Util']","","1","","1710691994","1B","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Luis Arraez","Luis","Arraez","","",""
"431.p.10236","10236","https://sports.yahoo.com/mlb/players/10236","New York Yankees","NYY","https://sports.yahoo.com/mlb/teams/ny-yankees/","{'status': None, 'cost': None, 'kept': None}","25","2B","https://s.yimg.com/iu/api/res/1.2/AsQ7Y7phxoaqI59mmW_V6w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04032023/10236.png","0","B","2B","['2B', 'Util']","","1","","1710553087","2B","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Gleyber Torres","Gleyber","Torres","","",""
"431.p.11169","11169","https://sports.yahoo.com/mlb/players/11169","Miami Marlins","MIA","https://sports.yahoo.com/mlb/teams/miami/","{'status': None, 'cost': None, 'kept': None}","5","2B,3B,SS,OF","https://s.yimg.com/iu/api/res/1.2/ypdewrQf893nUDXZXqiVYA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04132023/11169.png","0","B","2B","['2B', '3B', 'SS', 'OF', 'Util']","","1","","1710784286","3B","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Jon Berti","Jon","Berti","","",""
"431.p.11822","11822","https://sports.yahoo.com/mlb/players/11822","Washington Nationals","WSH","https://sports.yahoo.com/mlb/teams/washington/","{'status': None, 'cost': None, 'kept': None}","5","SS","https://s.yimg.com/iu/api/res/1.2/91f73SDrjqAnh5rBc1RFQg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03032023/11822.png","0","B","SS","['SS', 'Util']","","1","","1711242233","SS","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","CJ Abrams","CJ","Abrams","","",""
"431.p.9320","9320","https://sports.yahoo.com/mlb/players/9320","Milwaukee Brewers","MIL","https://sports.yahoo.com/mlb/teams/milwaukee/","{'status': None, 'cost': None, 'kept': None}","22","OF","https://s.yimg.com/iu/api/res/1.2/4rVmJU4xz.mx2mcfrxwLFQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04122023/9320.png","0","B","OF","['OF', 'Util']","","1","","1710805202","OF","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Christian Yelich","Christian","Yelich","","",""
"431.p.10577","10577","https://sports.yahoo.com/mlb/players/10577","Pittsburgh Pirates","PIT","https://sports.yahoo.com/mlb/teams/pittsburgh/","{'status': None, 'cost': None, 'kept': None}","10","OF","https://s.yimg.com/iu/api/res/1.2/nyu2TUjbMiDV6mhi6yBwOw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03272023/10577.png","0","B","OF","['OF', 'Util']","","1","","1710616413","OF","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Bryan Reynolds","Bryan","Reynolds","","",""
"431.p.10601","10601","https://sports.yahoo.com/mlb/players/10601","Tampa Bay Rays","TB","https://sports.yahoo.com/mlb/teams/tampa-bay/","{'status': None, 'cost': None, 'kept': None}","15","OF","https://s.yimg.com/iu/api/res/1.2/PXC9ck2wHb4Ca2d6YOfnrg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03202023/10601.png","0","B","OF","['OF', 'Util']","","1","","1710688231","OF","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Josh Lowe","Josh","Lowe","DTD","",""
"431.p.11378","11378","https://sports.yahoo.com/mlb/players/11378","Oakland Athletics","OAK","https://sports.yahoo.com/mlb/teams/oakland/","{'status': None, 'cost': None, 'kept': None}","1","OF","https://s.yimg.com/iu/api/res/1.2/isPr8jLBs0W3_Z275S65NQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03112024/11378.png","0","B","OF","['OF', 'Util']","","","","","Util","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Esteury Ruiz","Esteury","Ruiz","","",""
"431.p.10298","10298","https://sports.yahoo.com/mlb/players/10298","Philadelphia Phillies","PHI","https://sports.yahoo.com/mlb/teams/philadelphia/","{'status': None, 'cost': None, 'kept': None}","9","2B,OF","https://s.yimg.com/iu/api/res/1.2/UpJcJsU2MSzvTC5Aw6mPAg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03052024/10298.png","0","B","2B","['2B', 'OF', 'Util']","","","","","Util","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Whit Merrifield","Whit","Merrifield","","",""
"431.p.10868","10868","https://sports.yahoo.com/mlb/players/10868","Minnesota Twins","MIN","https://sports.yahoo.com/mlb/teams/minnesota/","{'status': None, 'cost': None, 'kept': None}","50","2B,3B,OF","https://s.yimg.com/iu/api/res/1.2/IHICvyManqRDcZrc9YQOTA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04142023/10868.png","0","B","2B","['2B', '3B', 'OF', 'Util']","","","","","BN","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Willi Castro","Willi","Castro","","",""
"431.p.10789","10789","https://sports.yahoo.com/mlb/players/10789","Seattle Mariners","SEA","https://sports.yahoo.com/mlb/teams/seattle/","{'status': None, 'cost': None, 'kept': None}","18","C","https://s.yimg.com/iu/api/res/1.2/IRestSY8SUYp27DRRHauKg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/02282024/10789.png","0","B","C","['C', 'Util']","","","","","BN","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Mitch Garver","Mitch","Garver","","",""
"431.p.12393","12393","https://sports.yahoo.com/mlb/players/12393","Cincinnati Reds","CIN","https://sports.yahoo.com/mlb/teams/cincinnati/","{'status': '1', 'cost': None, 'kept': '1'}","44","3B,SS","https://s.yimg.com/iu/api/res/1.2/CdWOJaVbNb616PsnXGVZGA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03072023/12393.png","0","B","3B","['3B', 'SS', 'Util']","","1","","1711237590","BN","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Elly De La Cruz","Elly","De La Cruz","","",""
"431.p.10621","10621","https://sports.yahoo.com/mlb/players/10621","Toronto Blue Jays","TOR","https://sports.yahoo.com/mlb/teams/toronto/","{'status': '1', 'cost': None, 'kept': '1'}","27","1B","https://s.yimg.com/iu/api/res/1.2/fXxp7g1ilUzgJl6UAcrQCw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03162023/10621.png","1","B","1B","['1B', 'Util']","","1","","1711137385","BN","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Vladimir Guerrero","Vladimir","Guerrero Jr.","","",""
"431.p.10235","10235","https://sports.yahoo.com/mlb/players/10235","Boston Red Sox","BOS","https://sports.yahoo.com/mlb/teams/boston/","{'status': '1', 'cost': None, 'kept': '1'}","11","3B","https://s.yimg.com/iu/api/res/1.2/ZHnzBi7.XbHhvunLocVrtw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03232023/10235.png","1","B","3B","['3B', 'Util']","","1","","1710715271","BN","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Rafael Devers","Rafael","Devers","","",""
"431.p.11771","11771","https://sports.yahoo.com/mlb/players/11771","Kansas City Royals","KC","https://sports.yahoo.com/mlb/teams/kansas-city/","{'status': '1', 'cost': None, 'kept': '1'}","7","SS","https://s.yimg.com/iu/api/res/1.2/aTANneIPsGgsLifTzyTrVw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04182023/11771.png","1","B","SS","['SS', 'Util']","","1","","1710729342","BN","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Bobby Witt","Bobby","Witt Jr.","","",""
"431.p.9124","9124","https://sports.yahoo.com/mlb/players/9124","Philadelphia Phillies","PHI","https://sports.yahoo.com/mlb/teams/philadelphia/","{'status': None, 'cost': None, 'kept': None}","45","SP","https://s.yimg.com/iu/api/res/1.2/4FmjIzwdaOyyneK2XuE_.w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03282023/9124.png","0","P","SP","['SP', 'P']","","1","","1711137329","SP","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Zack Wheeler","Zack","Wheeler","","",""
"431.p.9007","9007","https://sports.yahoo.com/mlb/players/9007","Texas Rangers","TEX","https://sports.yahoo.com/mlb/teams/texas/","{'status': None, 'cost': None, 'kept': None}","17","SP","https://s.yimg.com/iu/api/res/1.2/ItjAWJIR3lXPTswSPzWyrQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03172023/9007.png","0","P","SP","['SP', 'P']","","1","1","1711288129","SP","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Nathan Eovaldi","Nathan","Eovaldi","","",""
"431.p.63640","63640","https://sports.yahoo.com/mlb/players/63640","Chicago Cubs","CHC","https://sports.yahoo.com/mlb/teams/chi-cubs/","{'status': None, 'cost': None, 'kept': None}","18","SP","https://s.yimg.com/iu/api/res/1.2/NX8vUkMgbz3O1VdrMYZuJw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/01222024/63640.png","0","P","SP","['SP', 'P']","","1","","1710808526","SP","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Shota Imanaga","Shota","Imanaga","","",""
"431.p.11645","11645","https://sports.yahoo.com/mlb/players/11645","Pittsburgh Pirates","PIT","https://sports.yahoo.com/mlb/teams/pittsburgh/","{'status': None, 'cost': None, 'kept': None}","51","RP","https://s.yimg.com/iu/api/res/1.2/DEPOjr5s85OnyOITWGHcXA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/03272023/11645.png","0","P","RP","['RP', 'P']","","1","1","1711315160","RP","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","David Bednar","David","Bednar","","",""
"431.p.10214","10214","https://sports.yahoo.com/mlb/players/10214","New York Mets","NYM","https://sports.yahoo.com/mlb/teams/ny-mets/","{'status': '1', 'cost': None, 'kept': '1'}","39","RP","https://s.yimg.com/iu/api/res/1.2/ARyfCwHIdH3_ieCia1DCng--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04052023/10214.png","0","P","RP","['RP', 'P']","","1","","1711031369","RP","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Edwin Díaz","Edwin","Díaz","","",""
"431.p.7590","7590","https://sports.yahoo.com/mlb/players/7590","Houston Astros","HOU","https://sports.yahoo.com/mlb/teams/houston/","{'status': None, 'cost': None, 'kept': None}","35","SP","https://s.yimg.com/iu/api/res/1.2/8mDleIuwq9axF26wjei0JQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/08022023/7590.4.png","0","P","SP","['SP', 'P']","","1","","1711134187","P","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Justin Verlander","Justin","Verlander","DTD","",""
"431.p.10462","10462","https://sports.yahoo.com/mlb/players/10462","Cleveland Guardians","CLE","https://sports.yahoo.com/mlb/teams/cleveland/","{'status': None, 'cost': None, 'kept': None}","24","SP","https://s.yimg.com/iu/api/res/1.2/PRxieL0Xnt2dSrtduwVtNQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/mlb_cutout/players_l/04132023/10462.png","0","P","SP","['SP', 'P']","","1","","1710630686","P","","","O3H5I65LH3RMOCHR5OT5POFGCQ","431.l.34188.t.3","2024-09-23 00:00:00","2024","Triston McKenzie","Triston","McKenzie","","",""
